log,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_27518581 initialized by client WindowsUpdateAgent.",462,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27518581 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",463,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_27548582 initialized by client WindowsUpdateAgent.",464,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",465,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_27568583 initialized by client WindowsUpdateAgent.",466,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27568583 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",467,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_27758594 initialized by client WindowsUpdateAgent.",468,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",469,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_27818598 initialized by client WindowsUpdateAgent.",470,2016-09-28,04:30:37,Info,CBS,Session: 30546174_27818598 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",471,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_28288625 initialized by client WindowsUpdateAgent.",472,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28288625 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",473,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_28528638 initialized by client WindowsUpdateAgent.",474,2016-09-28,04:30:37,Info,CBS,Session: 30546174_28528638 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:37, Info                  CBS    Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",475,2016-09-28,04:30:37,Info,CBS,"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:37, Info                  CBS    Session: 30546174_30478750 initialized by client WindowsUpdateAgent.",476,2016-09-28,04:30:37,Info,CBS,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",477,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_35199020 initialized by client WindowsUpdateAgent.",478,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35199020 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",479,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_35469035 initialized by client WindowsUpdateAgent.",480,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35469035 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",481,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_35509038 initialized by client WindowsUpdateAgent.",482,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35509038 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",483,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_35659046 initialized by client WindowsUpdateAgent.",484,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",485,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_35689048 initialized by client WindowsUpdateAgent.",486,2016-09-28,04:30:38,Info,CBS,Session: 30546174_35689048 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",487,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_36019067 initialized by client WindowsUpdateAgent.",488,2016-09-28,04:30:38,Info,CBS,Session: 30546174_36019067 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",489,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_40939348 initialized by client WindowsUpdateAgent.",490,2016-09-28,04:30:38,Info,CBS,Session: 30546174_40939348 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",491,2016-09-28,04:30:38,Info,CBS,"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:38, Info                  CBS    Session: 30546174_41309369 initialized by client WindowsUpdateAgent.",492,2016-09-28,04:30:38,Info,CBS,Session: 30546174_41309369 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",493,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_43049469 initialized by client WindowsUpdateAgent.",494,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",495,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_43479493 initialized by client WindowsUpdateAgent.",496,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43479493 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",497,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_43599500 initialized by client WindowsUpdateAgent.",498,2016-09-28,04:30:39,Info,CBS,Session: 30546174_43599500 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",499,2016-09-28,04:30:39,Info,CBS,"Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_44439548 initialized by client WindowsUpdateAgent.",500,2016-09-28,04:30:39,Info,CBS,Session: 30546174_44439548 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.
